Dane zostały wczytane poprawnie!
R: 34903, P: 59, Q: 28609
R: 27499, P: 91, Q: 25751
R: 13289, P: 49, Q: 25688
R: 3167, P: 94, Q: 25630
R: 1010, P: 86, Q: 25621
R: 7798, P: 43, Q: 25587
R: 35104, P: 52, Q: 25543
R: 33246, P: 89, Q: 25465
R: 9591, P: 11, Q: 25360
R: 20281, P: 44, Q: 25333
R: 17870, P: 5, Q: 25321
R: 15448, P: 82, Q: 25247
R: 24430, P: 47, Q: 25243
R: 16599, P: 80, Q: 25139
R: 30565, P: 50, Q: 25119
R: 11481, P: 7, Q: 25111
R: 22539, P: 14, Q: 25069
R: 11788, P: 1, Q: 25051
R: 10056, P: 18, Q: 25027
R: 32501, P: 44, Q: 25013
R: 994, P: 41, Q: 24993
R: 36706, P: 21, Q: 24904
R: 13767, P: 7, Q: 24887
R: 3835, P: 91, Q: 24722
R: 17737, P: 80, Q: 24659
R: 19719, P: 41, Q: 24644
R: 15954, P: 41, Q: 24601
R: 15195, P: 89, Q: 24585
R: 8469, P: 31, Q: 24553
R: 9325, P: 52, Q: 24552
R: 4769, P: 36, Q: 24512
R: 2534, P: 83, Q: 24473
R: 24687, P: 94, Q: 24464
R: 19296, P: 48, Q: 24462
R: 25520, P: 30, Q: 24403
R: 20376, P: 55, Q: 24398
R: 35761, P: 94, Q: 24381
R: 3496, P: 16, Q: 24362
R: 31772, P: 49, Q: 24345
R: 36439, P: 33, Q: 24334
R: 2761, P: 73, Q: 24192
R: 2554, P: 68, Q: 24115
R: 33289, P: 82, Q: 24064
R: 17032, P: 82, Q: 24052
R: 34840, P: 88, Q: 24046
R: 33339, P: 43, Q: 24044
R: 32665, P: 7, Q: 24034
R: 7589, P: 89, Q: 24020
R: 10623, P: 31, Q: 24011
R: 33075, P: 59, Q: 23986
R: 16509, P: 40, Q: 23966
R: 10817, P: 5, Q: 23933
R: 15611, P: 97, Q: 23897
R: 18344, P: 59, Q: 23886
R: 33772, P: 4, Q: 23885
R: 5284, P: 9, Q: 23858
R: 23947, P: 28, Q: 23842
R: 36913, P: 50, Q: 23730
R: 2449, P: 11, Q: 23723
R: 18695, P: 89, Q: 23655
R: 1298, P: 50, Q: 23627
R: 22495, P: 35, Q: 23614
R: 13769, P: 17, Q: 23472
R: 19553, P: 41, Q: 23445
R: 22680, P: 1, Q: 23399
R: 22224, P: 29, Q: 23348
R: 26203, P: 55, Q: 23276
R: 25028, P: 1, Q: 23196
R: 6343, P: 18, Q: 23120
R: 11426, P: 70, Q: 23054
R: 569, P: 86, Q: 22988
R: 30492, P: 86, Q: 22965
R: 28801, P: 82, Q: 22944
R: 10961, P: 93, Q: 22934
R: 1623, P: 54, Q: 22837
R: 22943, P: 80, Q: 22834
R: 12872, P: 98, Q: 22803
R: 29637, P: 25, Q: 22794
R: 5125, P: 96, Q: 22791
R: 8616, P: 38, Q: 22762
R: 1086, P: 77, Q: 22747
R: 19889, P: 93, Q: 22711
R: 31722, P: 36, Q: 22670
R: 4859, P: 7, Q: 22611
R: 14551, P: 63, Q: 22596
R: 22986, P: 25, Q: 22582
R: 25265, P: 17, Q: 22539
R: 568, P: 55, Q: 22525
R: 21398, P: 20, Q: 22519
R: 6340, P: 21, Q: 22499
R: 1604, P: 57, Q: 22430
R: 6578, P: 1, Q: 22330
R: 1523, P: 59, Q: 22307
R: 2006, P: 78, Q: 22223
R: 1024, P: 10, Q: 22194
R: 36627, P: 62, Q: 22036
R: 34203, P: 46, Q: 22000
R: 31666, P: 51, Q: 21984
R: 10388, P: 86, Q: 21934
R: 8733, P: 79, Q: 21881
R: 25706, P: 60, Q: 21809
R: 32067, P: 61, Q: 21787
R: 26685, P: 3, Q: 21671
R: 33512, P: 86, Q: 21539
R: 16944, P: 64, Q: 21525
R: 22668, P: 28, Q: 21517
R: 25766, P: 8, Q: 21508
R: 722, P: 100, Q: 21491
R: 30676, P: 73, Q: 21478
R: 21772, P: 57, Q: 21461
R: 16309, P: 19, Q: 21458
R: 21574, P: 28, Q: 21432
R: 33174, P: 52, Q: 21420
R: 1827, P: 83, Q: 21373
R: 18516, P: 91, Q: 21364
R: 35489, P: 48, Q: 21362
R: 6841, P: 54, Q: 21346
R: 950, P: 61, Q: 21262
R: 4298, P: 23, Q: 21241
R: 21447, P: 22, Q: 21170
R: 36098, P: 20, Q: 21145
R: 16400, P: 26, Q: 21118
R: 5736, P: 52, Q: 21088
R: 2364, P: 73, Q: 21076
R: 23603, P: 63, Q: 21067
R: 19028, P: 61, Q: 20995
R: 27405, P: 44, Q: 20964
R: 30395, P: 15, Q: 20886
R: 29028, P: 78, Q: 20864
R: 36857, P: 41, Q: 20857
R: 10105, P: 77, Q: 20762
R: 5962, P: 6, Q: 20742
R: 36183, P: 45, Q: 20730
R: 6972, P: 51, Q: 20729
R: 3135, P: 16, Q: 20714
R: 1748, P: 31, Q: 20704
R: 34815, P: 30, Q: 20647
R: 2462, P: 29, Q: 20594
R: 17660, P: 52, Q: 20540
R: 34066, P: 76, Q: 20533
R: 34082, P: 80, Q: 20532
R: 36301, P: 23, Q: 20388
R: 15243, P: 1, Q: 20307
R: 26842, P: 16, Q: 20240
R: 319, P: 84, Q: 20239
R: 2134, P: 34, Q: 20230
R: 22946, P: 59, Q: 20225
R: 35057, P: 77, Q: 20224
R: 31261, P: 96, Q: 20222
R: 34994, P: 90, Q: 20131
R: 36500, P: 67, Q: 20088
R: 14963, P: 7, Q: 20030
R: 6337, P: 51, Q: 20003
R: 1255, P: 99, Q: 19994
R: 35365, P: 1, Q: 19954
R: 10096, P: 8, Q: 19943
R: 29835, P: 77, Q: 19910
R: 16497, P: 59, Q: 19883
R: 24412, P: 24, Q: 19878
R: 27642, P: 11, Q: 19851
R: 20534, P: 23, Q: 19831
R: 32135, P: 80, Q: 19667
R: 31457, P: 41, Q: 19640
R: 8607, P: 92, Q: 19598
R: 14188, P: 90, Q: 19585
R: 4911, P: 89, Q: 19582
R: 26797, P: 28, Q: 19573
R: 6015, P: 81, Q: 19558
R: 12773, P: 71, Q: 19556
R: 4234, P: 80, Q: 19550
R: 6952, P: 6, Q: 19430
R: 25326, P: 43, Q: 19425
R: 29022, P: 5, Q: 19335
R: 3836, P: 12, Q: 19325
R: 20503, P: 91, Q: 19206
R: 32049, P: 54, Q: 19202
R: 13887, P: 30, Q: 19201
R: 34971, P: 43, Q: 19138
R: 29026, P: 87, Q: 19066
R: 27926, P: 100, Q: 19005
R: 33379, P: 94, Q: 18972
R: 25122, P: 22, Q: 18952
R: 35696, P: 59, Q: 18931
R: 15065, P: 87, Q: 18798
R: 28824, P: 72, Q: 18723
R: 23325, P: 45, Q: 18670
R: 18920, P: 86, Q: 18648
R: 6345, P: 95, Q: 18572
R: 34684, P: 97, Q: 18541
R: 25536, P: 25, Q: 18488
R: 30646, P: 7, Q: 18453
R: 36532, P: 42, Q: 18438
R: 15417, P: 89, Q: 18419
R: 3571, P: 94, Q: 18383
R: 17111, P: 81, Q: 18375
R: 14237, P: 59, Q: 18351
R: 26145, P: 60, Q: 18313
R: 33836, P: 56, Q: 18302
R: 10064, P: 13, Q: 18254
R: 16791, P: 97, Q: 18151
R: 11549, P: 62, Q: 18133
R: 21767, P: 97, Q: 18112
R: 36759, P: 69, Q: 18061
R: 15018, P: 67, Q: 17974
R: 27065, P: 9, Q: 17906
R: 15584, P: 78, Q: 17902
R: 22425, P: 18, Q: 17901
R: 17911, P: 87, Q: 17869
R: 15879, P: 13, Q: 17790
R: 28944, P: 44, Q: 17592
R: 7230, P: 10, Q: 17589
R: 5530, P: 28, Q: 17548
R: 10987, P: 72, Q: 17540
R: 5279, P: 18, Q: 17517
R: 10798, P: 68, Q: 17405
R: 6180, P: 7, Q: 17371
R: 24270, P: 83, Q: 17368
R: 1701, P: 38, Q: 17342
R: 16183, P: 74, Q: 17303
R: 15168, P: 48, Q: 17290
R: 5293, P: 32, Q: 17278
R: 8326, P: 40, Q: 17269
R: 23429, P: 39, Q: 17251
R: 17415, P: 31, Q: 17167
R: 3908, P: 100, Q: 17143
R: 4041, P: 6, Q: 17127
R: 29295, P: 72, Q: 17112
R: 19458, P: 67, Q: 17079
R: 34549, P: 26, Q: 17074
R: 27458, P: 1, Q: 17073
R: 1599, P: 56, Q: 16935
R: 27510, P: 4, Q: 16905
R: 15426, P: 36, Q: 16879
R: 27542, P: 87, Q: 16853
R: 19136, P: 76, Q: 16579
R: 9458, P: 40, Q: 16558
R: 33632, P: 99, Q: 16554
R: 20845, P: 76, Q: 16552
R: 2321, P: 59, Q: 16539
R: 555, P: 30, Q: 16469
R: 5850, P: 23, Q: 16411
R: 15888, P: 7, Q: 16405
R: 3720, P: 33, Q: 16292
R: 19307, P: 70, Q: 16245
R: 26414, P: 8, Q: 16193
R: 8054, P: 18, Q: 16147
R: 9971, P: 18, Q: 16137
R: 27196, P: 75, Q: 16123
R: 11473, P: 75, Q: 16101
R: 8306, P: 26, Q: 16099
R: 10127, P: 3, Q: 16094
R: 22907, P: 55, Q: 16058
R: 13526, P: 95, Q: 16000
R: 22129, P: 22, Q: 15892
R: 32816, P: 30, Q: 15848
R: 17296, P: 61, Q: 15794
R: 19712, P: 42, Q: 15779
R: 13445, P: 25, Q: 15772
R: 5377, P: 73, Q: 15750
R: 29545, P: 16, Q: 15718
R: 16290, P: 72, Q: 15695
R: 9498, P: 30, Q: 15663
R: 31214, P: 42, Q: 15567
R: 20252, P: 94, Q: 15498
R: 6754, P: 26, Q: 15493
R: 29327, P: 40, Q: 15471
R: 14722, P: 87, Q: 15452
R: 1464, P: 93, Q: 15441
R: 18485, P: 14, Q: 15407
R: 21607, P: 91, Q: 15349
R: 24929, P: 40, Q: 15346
R: 1983, P: 56, Q: 15243
R: 31130, P: 23, Q: 15239
R: 21158, P: 22, Q: 15238
R: 18, P: 17, Q: 15130
R: 16192, P: 35, Q: 15122
R: 9552, P: 6, Q: 15044
R: 21989, P: 75, Q: 14971
R: 28123, P: 60, Q: 14927
R: 27171, P: 74, Q: 14913
R: 9422, P: 34, Q: 14906
R: 12516, P: 35, Q: 14871
R: 31403, P: 35, Q: 14730
R: 33089, P: 58, Q: 14703
R: 36200, P: 79, Q: 14656
R: 11279, P: 42, Q: 14653
R: 33258, P: 22, Q: 14612
R: 5272, P: 37, Q: 14611
R: 33744, P: 31, Q: 14593
R: 11605, P: 21, Q: 14578
R: 21673, P: 49, Q: 14568
R: 20171, P: 43, Q: 14475
R: 26546, P: 23, Q: 14423
R: 18851, P: 61, Q: 14420
R: 13265, P: 39, Q: 14406
R: 20378, P: 64, Q: 14405
R: 14369, P: 33, Q: 14401
R: 27335, P: 29, Q: 14395
R: 23579, P: 86, Q: 14367
R: 9222, P: 88, Q: 14366
R: 6202, P: 44, Q: 14357
R: 28614, P: 17, Q: 14269
R: 17456, P: 39, Q: 14251
R: 30080, P: 89, Q: 14235
R: 24178, P: 66, Q: 14230
R: 35447, P: 28, Q: 14199
R: 2275, P: 61, Q: 14158
R: 19082, P: 83, Q: 14130
R: 5275, P: 17, Q: 14115
R: 10778, P: 65, Q: 14084
R: 32112, P: 54, Q: 14076
R: 2226, P: 95, Q: 14021
R: 11076, P: 21, Q: 13968
R: 5629, P: 97, Q: 13957
R: 24960, P: 91, Q: 13938
R: 10218, P: 78, Q: 13937
R: 10800, P: 73, Q: 13895
R: 1698, P: 61, Q: 13894
R: 17779, P: 94, Q: 13872
R: 17300, P: 39, Q: 13852
R: 15170, P: 17, Q: 13737
R: 15221, P: 25, Q: 13656
R: 7344, P: 86, Q: 13564
R: 19274, P: 63, Q: 13515
R: 2296, P: 55, Q: 13478
R: 18616, P: 38, Q: 13423
R: 6588, P: 6, Q: 13395
R: 30291, P: 94, Q: 13381
R: 23609, P: 7, Q: 13312
R: 13660, P: 11, Q: 13307
R: 25415, P: 16, Q: 13292
R: 1646, P: 56, Q: 13291
R: 32879, P: 55, Q: 13254
R: 1688, P: 61, Q: 13216
R: 13998, P: 65, Q: 13190
R: 11063, P: 80, Q: 13091
R: 10481, P: 7, Q: 13084
R: 8536, P: 37, Q: 13058
R: 7999, P: 64, Q: 13025
R: 10397, P: 49, Q: 12985
R: 35085, P: 11, Q: 12905
R: 34458, P: 10, Q: 12874
R: 9072, P: 40, Q: 12797
R: 35586, P: 60, Q: 12787
R: 34928, P: 49, Q: 12765
R: 8106, P: 66, Q: 12717
R: 28137, P: 20, Q: 12657
R: 12451, P: 81, Q: 12555
R: 31370, P: 51, Q: 12549
R: 19784, P: 48, Q: 12445
R: 9336, P: 2, Q: 12361
R: 878, P: 5, Q: 12342
R: 27857, P: 47, Q: 12320
R: 34259, P: 21, Q: 12313
R: 18185, P: 63, Q: 12278
R: 36798, P: 65, Q: 12230
R: 28240, P: 93, Q: 12225
R: 24277, P: 81, Q: 12208
R: 36228, P: 8, Q: 12174
R: 27449, P: 12, Q: 12138
R: 28246, P: 63, Q: 12102
R: 35005, P: 68, Q: 12068
R: 32981, P: 55, Q: 12058
R: 17212, P: 27, Q: 12044
R: 8674, P: 11, Q: 12038
R: 22166, P: 54, Q: 12022
R: 23668, P: 63, Q: 12004
R: 30859, P: 13, Q: 12003
R: 29435, P: 27, Q: 11910
R: 11125, P: 57, Q: 11812
R: 35048, P: 75, Q: 11807
R: 11333, P: 36, Q: 11773
R: 35461, P: 53, Q: 11765
R: 7184, P: 74, Q: 11731
R: 2046, P: 72, Q: 11730
R: 221, P: 30, Q: 11684
R: 36212, P: 60, Q: 11670
R: 24591, P: 81, Q: 11585
R: 9069, P: 79, Q: 11518
R: 29652, P: 60, Q: 11497
R: 5884, P: 44, Q: 11453
R: 32635, P: 78, Q: 11350
R: 26843, P: 42, Q: 11299
R: 31483, P: 63, Q: 11278
R: 6511, P: 54, Q: 11259
R: 7469, P: 38, Q: 11254
R: 31453, P: 6, Q: 11218
R: 23725, P: 39, Q: 11205
R: 2705, P: 84, Q: 11057
R: 21818, P: 55, Q: 11018
R: 9783, P: 94, Q: 10940
R: 26725, P: 89, Q: 10922
R: 11125, P: 59, Q: 10882
R: 36813, P: 21, Q: 10809
R: 21393, P: 81, Q: 10806
R: 15917, P: 36, Q: 10802
R: 31398, P: 2, Q: 10795
R: 2040, P: 56, Q: 10746
R: 5476, P: 69, Q: 10732
R: 10584, P: 38, Q: 10709
R: 18425, P: 47, Q: 10701
R: 5682, P: 72, Q: 10654
R: 4891, P: 35, Q: 10459
R: 27882, P: 22, Q: 10422
R: 6367, P: 93, Q: 10248
R: 27882, P: 53, Q: 10238
R: 26209, P: 90, Q: 10217
R: 23084, P: 62, Q: 10063
R: 12759, P: 8, Q: 10062
R: 14476, P: 20, Q: 10044
R: 26161, P: 21, Q: 10016
R: 33727, P: 3, Q: 10003
R: 20065, P: 6, Q: 9985
R: 3894, P: 80, Q: 9978
R: 30303, P: 97, Q: 9972
R: 36810, P: 61, Q: 9971
R: 21387, P: 58, Q: 9742
R: 32113, P: 26, Q: 9741
R: 18275, P: 25, Q: 9685
R: 17070, P: 9, Q: 9664
R: 32532, P: 75, Q: 9646
R: 34216, P: 27, Q: 9633
R: 79, P: 1, Q: 9617
R: 4959, P: 38, Q: 9616
R: 943, P: 93, Q: 9579
R: 27297, P: 72, Q: 9557
R: 13569, P: 65, Q: 9524
R: 32330, P: 53, Q: 9434
R: 16100, P: 41, Q: 9419
R: 2028, P: 26, Q: 9406
R: 11663, P: 75, Q: 9392
R: 28062, P: 40, Q: 9322
R: 21052, P: 87, Q: 9270
R: 26722, P: 68, Q: 9236
R: 35143, P: 9, Q: 9225
R: 24871, P: 70, Q: 9127
R: 24028, P: 74, Q: 9085
R: 14950, P: 41, Q: 8975
R: 19904, P: 48, Q: 8924
R: 21963, P: 27, Q: 8887
R: 11616, P: 22, Q: 8838
R: 3981, P: 87, Q: 8827
R: 5926, P: 15, Q: 8800
R: 14428, P: 92, Q: 8785
R: 31277, P: 6, Q: 8775
R: 18620, P: 9, Q: 8733
R: 11391, P: 40, Q: 8673
R: 6150, P: 44, Q: 8657
R: 14405, P: 35, Q: 8590
R: 30288, P: 90, Q: 8533
R: 26599, P: 47, Q: 8472
R: 15684, P: 95, Q: 8469
R: 26198, P: 84, Q: 8463
R: 32620, P: 88, Q: 8396
R: 7070, P: 87, Q: 8373
R: 36345, P: 88, Q: 8288
R: 19284, P: 25, Q: 8229
R: 8917, P: 34, Q: 8195
R: 15187, P: 54, Q: 8182
R: 15648, P: 82, Q: 8177
R: 451, P: 88, Q: 8073
R: 31324, P: 71, Q: 7917
R: 4025, P: 73, Q: 7822
R: 14809, P: 25, Q: 7820
R: 16222, P: 27, Q: 7809
R: 4767, P: 31, Q: 7805
R: 17750, P: 33, Q: 7723
R: 18574, P: 88, Q: 7705
R: 514, P: 96, Q: 7679
R: 9081, P: 39, Q: 7653
R: 9536, P: 72, Q: 7601
R: 6420, P: 39, Q: 7575
R: 18240, P: 23, Q: 7519
R: 29657, P: 21, Q: 7510
R: 24505, P: 31, Q: 7501
R: 12954, P: 40, Q: 7494
R: 31288, P: 76, Q: 7493
R: 22505, P: 100, Q: 7473
R: 26154, P: 2, Q: 7449
R: 33317, P: 14, Q: 7443
R: 21126, P: 23, Q: 7419
R: 23843, P: 51, Q: 7408
R: 26696, P: 63, Q: 7295
R: 526, P: 43, Q: 7253
R: 15336, P: 54, Q: 7244
R: 19116, P: 14, Q: 7243
R: 15860, P: 58, Q: 7240
R: 7970, P: 17, Q: 7157
R: 18935, P: 33, Q: 7145
R: 7181, P: 81, Q: 7124
R: 20662, P: 43, Q: 7122
R: 20178, P: 60, Q: 7109
R: 34204, P: 16, Q: 7025
R: 12143, P: 97, Q: 7024
R: 21181, P: 92, Q: 7019
R: 715, P: 23, Q: 7015
R: 34693, P: 26, Q: 7006
R: 8074, P: 32, Q: 6995
R: 19083, P: 100, Q: 6929
R: 11606, P: 76, Q: 6916
R: 24548, P: 80, Q: 6913
R: 31805, P: 41, Q: 6888
R: 19451, P: 56, Q: 6844
R: 24541, P: 83, Q: 6743
R: 35999, P: 31, Q: 6740
R: 20103, P: 50, Q: 6687
R: 25159, P: 65, Q: 6539
R: 3899, P: 2, Q: 6519
R: 21206, P: 85, Q: 6516
R: 25568, P: 37, Q: 6502
R: 19067, P: 5, Q: 6496
R: 24887, P: 35, Q: 6411
R: 11369, P: 41, Q: 6394
R: 19608, P: 89, Q: 6357
R: 6193, P: 92, Q: 6297
R: 21202, P: 50, Q: 6206
R: 36534, P: 23, Q: 6203
R: 1877, P: 42, Q: 6201
R: 20628, P: 54, Q: 6169
R: 27356, P: 79, Q: 6146
R: 15521, P: 30, Q: 6096
R: 32764, P: 70, Q: 6031
R: 13751, P: 97, Q: 5995
R: 6232, P: 3, Q: 5985
R: 3658, P: 41, Q: 5940
R: 31334, P: 30, Q: 5865
R: 6161, P: 34, Q: 5863
R: 22532, P: 39, Q: 5856
R: 4628, P: 48, Q: 5826
R: 6422, P: 15, Q: 5673
R: 14276, P: 81, Q: 5575
R: 28740, P: 67, Q: 5566
R: 21256, P: 92, Q: 5559
R: 15207, P: 73, Q: 5520
R: 32055, P: 80, Q: 5508
R: 14980, P: 46, Q: 5406
R: 19754, P: 7, Q: 5360
R: 678, P: 25, Q: 5350
R: 25375, P: 77, Q: 5343
R: 11382, P: 98, Q: 5327
R: 31207, P: 46, Q: 5311
R: 3462, P: 21, Q: 5301
R: 6717, P: 66, Q: 5252
R: 6617, P: 22, Q: 5137
R: 6777, P: 7, Q: 5113
R: 12826, P: 48, Q: 5091
R: 18895, P: 79, Q: 5077
R: 10989, P: 75, Q: 5039
R: 22224, P: 85, Q: 5034
R: 35205, P: 69, Q: 5011
R: 35198, P: 63, Q: 4974
R: 36764, P: 11, Q: 4900
R: 26831, P: 8, Q: 4895
R: 13512, P: 69, Q: 4751
R: 2329, P: 52, Q: 4737
R: 10307, P: 26, Q: 4727
R: 23930, P: 15, Q: 4720
R: 23775, P: 46, Q: 4717
R: 3075, P: 58, Q: 4711
R: 19876, P: 75, Q: 4693
R: 13526, P: 32, Q: 4484
R: 18508, P: 29, Q: 4337
R: 2066, P: 81, Q: 4273
R: 15638, P: 33, Q: 4260
R: 8319, P: 59, Q: 4249
R: 19382, P: 97, Q: 4231
R: 27718, P: 9, Q: 4190
R: 13312, P: 92, Q: 4169
R: 11642, P: 53, Q: 4144
R: 29520, P: 28, Q: 4134
R: 33394, P: 54, Q: 4127
R: 12208, P: 40, Q: 4120
R: 34401, P: 17, Q: 4071
R: 9827, P: 74, Q: 4057
R: 28329, P: 92, Q: 4048
R: 5207, P: 20, Q: 4028
R: 31701, P: 66, Q: 3970
R: 34093, P: 19, Q: 3893
R: 7554, P: 22, Q: 3892
R: 4748, P: 60, Q: 3874
R: 8681, P: 65, Q: 3862
R: 25718, P: 82, Q: 3677
R: 33576, P: 79, Q: 3652
R: 15868, P: 47, Q: 3627
R: 1111, P: 93, Q: 3549
R: 5523, P: 93, Q: 3534
R: 15775, P: 39, Q: 3522
R: 25401, P: 50, Q: 3517
R: 7704, P: 26, Q: 3499
R: 7774, P: 4, Q: 3481
R: 18031, P: 98, Q: 3419
R: 35497, P: 44, Q: 3378
R: 34537, P: 75, Q: 3375
R: 10363, P: 10, Q: 3371
R: 22813, P: 79, Q: 3360
R: 20890, P: 15, Q: 3354
R: 10051, P: 8, Q: 3339
R: 27845, P: 60, Q: 3321
R: 3924, P: 4, Q: 3252
R: 22012, P: 48, Q: 3165
R: 18458, P: 67, Q: 3072
R: 18335, P: 23, Q: 3023
R: 34316, P: 89, Q: 2923
R: 36217, P: 87, Q: 2920
R: 22833, P: 35, Q: 2894
R: 22917, P: 37, Q: 2866
R: 36975, P: 10, Q: 2852
R: 16167, P: 57, Q: 2848
R: 3311, P: 33, Q: 2834
R: 18106, P: 27, Q: 2809
R: 26407, P: 11, Q: 2792
R: 28838, P: 15, Q: 2766
R: 20688, P: 16, Q: 2752
R: 26329, P: 34, Q: 2742
R: 6076, P: 57, Q: 2683
R: 28960, P: 96, Q: 2679
R: 209, P: 77, Q: 2671
R: 9337, P: 45, Q: 2632
R: 22178, P: 89, Q: 2605
R: 23866, P: 53, Q: 2600
R: 13109, P: 25, Q: 2568
R: 24804, P: 8, Q: 2553
R: 11566, P: 31, Q: 2535
R: 20330, P: 74, Q: 2534
R: 10189, P: 51, Q: 2475
R: 2531, P: 48, Q: 2376
R: 31785, P: 88, Q: 2351
R: 21259, P: 64, Q: 2268
R: 23794, P: 77, Q: 2263
R: 26555, P: 10, Q: 2152
R: 13474, P: 33, Q: 2151
R: 31747, P: 18, Q: 2055
R: 16850, P: 67, Q: 2035
R: 5862, P: 99, Q: 2033
R: 34852, P: 29, Q: 2002
R: 6123, P: 91, Q: 1933
R: 11916, P: 24, Q: 1882
R: 29263, P: 34, Q: 1873
R: 1098, P: 81, Q: 1866
R: 30918, P: 73, Q: 1791
R: 4073, P: 57, Q: 1699
R: 31906, P: 8, Q: 1681
R: 11893, P: 69, Q: 1649
R: 34371, P: 98, Q: 1646
R: 27797, P: 58, Q: 1556
R: 6271, P: 95, Q: 1514
R: 16845, P: 60, Q: 1498
R: 22003, P: 88, Q: 1446
R: 16828, P: 97, Q: 1424
R: 34401, P: 69, Q: 1420
R: 8961, P: 11, Q: 1358
R: 11857, P: 99, Q: 1207
R: 8029, P: 78, Q: 1011
R: 1484, P: 67, Q: 978
R: 34425, P: 15, Q: 876
R: 26305, P: 38, Q: 760
R: 7467, P: 36, Q: 697
R: 23226, P: 19, Q: 685
R: 4916, P: 37, Q: 656
R: 23038, P: 86, Q: 639
R: 1880, P: 55, Q: 561
R: 14245, P: 92, Q: 500
R: 34598, P: 57, Q: 481
R: 11804, P: 25, Q: 402
R: 34105, P: 76, Q: 354
R: 20379, P: 42, Q: 323
R: 14742, P: 28, Q: 276
R: 31956, P: 24, Q: 267
R: 23782, P: 76, Q: 265
R: 23019, P: 69, Q: 252
R: 3691, P: 97, Q: 80
R: 29197, P: 30, Q: 59
R: 19225, P: 32, Q: 33
R: 10993, P: 18, Q: 5
R: 16953, P: 20, Q: 4

Czas po sortowaniu po max Qj: 86703

Czas liczenia: 0.109392[ms]

Posortowane wlasne po min(Rj + Qj):
R: 1880, P: 55, Q: 561
R: 1484, P: 67, Q: 978
R: 209, P: 77, Q: 2671
R: 1098, P: 81, Q: 1866
R: 3691, P: 97, Q: 80
R: 1111, P: 93, Q: 3549
R: 2531, P: 48, Q: 2376
R: 4916, P: 37, Q: 656
R: 4073, P: 57, Q: 1699
R: 678, P: 25, Q: 5350
R: 3311, P: 33, Q: 2834
R: 2066, P: 81, Q: 4273
R: 2329, P: 52, Q: 4737
R: 3924, P: 4, Q: 3252
R: 715, P: 23, Q: 7015
R: 526, P: 43, Q: 7253
R: 6271, P: 95, Q: 1514
R: 3075, P: 58, Q: 4711
R: 5862, P: 99, Q: 2033
R: 6123, P: 91, Q: 1933
R: 1877, P: 42, Q: 6201
R: 7467, P: 36, Q: 697
R: 514, P: 96, Q: 7679
R: 451, P: 88, Q: 8073
R: 4748, P: 60, Q: 3874
R: 6076, P: 57, Q: 2683
R: 3462, P: 21, Q: 5301
R: 8029, P: 78, Q: 1011
R: 5523, P: 93, Q: 3534
R: 5207, P: 20, Q: 4028
R: 3658, P: 41, Q: 5940
R: 79, P: 1, Q: 9617
R: 8961, P: 11, Q: 1358
R: 3899, P: 2, Q: 6519
R: 4628, P: 48, Q: 5826
R: 943, P: 93, Q: 9579
R: 10993, P: 18, Q: 5
R: 7704, P: 26, Q: 3499
R: 7774, P: 4, Q: 3481
R: 2028, P: 26, Q: 9406
R: 7554, P: 22, Q: 3892
R: 6617, P: 22, Q: 5137
R: 4025, P: 73, Q: 7822
R: 6777, P: 7, Q: 5113
R: 221, P: 30, Q: 11684
R: 9337, P: 45, Q: 2632
R: 6717, P: 66, Q: 5252
R: 6161, P: 34, Q: 5863
R: 6422, P: 15, Q: 5673
R: 11804, P: 25, Q: 402
R: 6232, P: 3, Q: 5985
R: 6193, P: 92, Q: 6297
R: 8681, P: 65, Q: 3862
R: 8319, P: 59, Q: 4249
R: 4767, P: 31, Q: 7805
R: 10189, P: 51, Q: 2475
R: 2040, P: 56, Q: 10746
R: 3981, P: 87, Q: 8827
R: 11857, P: 99, Q: 1207
R: 878, P: 5, Q: 12342
R: 10051, P: 8, Q: 3339
R: 11893, P: 69, Q: 1649
R: 10363, P: 10, Q: 3371
R: 2705, P: 84, Q: 11057
R: 2046, P: 72, Q: 11730
R: 11916, P: 24, Q: 1882
R: 3894, P: 80, Q: 9978
R: 9827, P: 74, Q: 4057
R: 6420, P: 39, Q: 7575
R: 11566, P: 31, Q: 2535
R: 7181, P: 81, Q: 7124
R: 4959, P: 38, Q: 9616
R: 5926, P: 15, Q: 8800
R: 14245, P: 92, Q: 500
R: 6150, P: 44, Q: 8657
R: 1688, P: 61, Q: 13216
R: 1646, P: 56, Q: 13291
R: 14742, P: 28, Q: 276
R: 10307, P: 26, Q: 4727
R: 8074, P: 32, Q: 6995
R: 7970, P: 17, Q: 7157
R: 18, P: 17, Q: 15130
R: 4891, P: 35, Q: 10459
R: 7070, P: 87, Q: 8373
R: 1698, P: 61, Q: 13894
R: 13474, P: 33, Q: 2151
R: 13109, P: 25, Q: 2568
R: 2296, P: 55, Q: 13478
R: 11642, P: 53, Q: 4144
R: 10989, P: 75, Q: 5039
R: 5476, P: 69, Q: 10732
R: 2226, P: 95, Q: 14021
R: 12208, P: 40, Q: 4120
R: 5682, P: 72, Q: 10654
R: 2275, P: 61, Q: 14158
R: 6367, P: 93, Q: 10248
R: 11382, P: 98, Q: 5327
R: 9081, P: 39, Q: 7653
R: 1464, P: 93, Q: 15441
R: 16953, P: 20, Q: 4
R: 555, P: 30, Q: 16469
